clique number, clique size,pagerank with weight,highesnode, pagerank without weight ,highesnode ,eigen with weight,highesnode, eigen without weight,highesnode,degree,highesnode
1144,6,0.000468511386615,3264,0.000441692122411,3264,3.08447661516e-10,2656,8.78349039489e-07,2656,76.6666666667,3264,
1145,6,0.000372193528744,2788,0.000378396959574,2788,5.43616982088e-11,2788,2.48911620338e-07,2788,76.0,2788,
1146,6,0.000375289729799,2679,0.000419341472676,2679,6.69213388695e-11,2679,3.1204476432e-07,3082,59.1666666667,2679,
1147,6,0.000330759078907,3288,0.000326640915377,3288,8.1559335037e-11,2924,3.30467457994e-07,2924,55.0,3288,
1148,6,0.000260779717508,3304,0.000267854456171,3304,4.46382799021e-11,3304,2.32038398304e-07,3304,40.1666666667,3304,
1149,6,0.000301664902432,3304,0.000319647055335,3304,5.00144809946e-11,3304,2.50327766863e-07,3304,50.5,3304,
1150,6,0.000345598072825,2892,0.000365614508999,2892,5.4840151108e-11,2892,2.48727393861e-07,2892,74.3333333333,2892,
1151,6,0.000415781810406,3307,0.000405323401301,3307,6.20411721626e-11,3307,2.66592172375e-07,3307,85.6666666667,3307,
1152,6,0.000318927093413,2948,0.00032995195897,2948,5.13243729625e-11,2948,2.38871638824e-07,2948,67.1666666667,2948,
1153,6,0.000291796616286,3200,0.000272795138926,3200,4.53133065773e-11,2813,2.2240423706e-07,2813,32.8333333333,3200,
1154,6,0.000390339361651,3100,0.000371192703707,3100,3.72084541136e-10,3114,4.88725919107e-07,3114,51.0,3100,
1155,6,0.000327623497583,3313,0.000311216291522,3033,5.61361811152e-11,3197,2.7168907921e-07,2886,41.5,3033,
1156,6,0.000244545354745,3077,0.000173856540777,3195,1.2182561856e-11,3195,1.45349378925e-07,3195,8.0,3195,
1157,6,0.000409467745123,3264,0.000416203850887,3264,2.84812717925e-10,2817,8.94964170449e-07,2817,70.8333333333,3264,
1158,6,0.000479268007852,3235,0.000486621282412,3235,9.11582536908e-11,3264,3.71961792721e-07,3264,83.3333333333,3235,
1159,6,0.000221816870901,3271,0.000223030022592,3271,5.16285194624e-10,3192,7.05159506404e-07,3192,24.8333333333,3271,
1160,6,0.000361075602916,3200,0.000335363151766,3200,6.09287647007e-10,3329,7.65504398236e-07,3329,43.6666666667,3200,
1161,6,0.000301999901211,3313,0.000308474990718,3033,4.69751044694e-11,3033,2.37351827445e-07,3033,42.3333333333,3033,
1162,6,0.000334999779658,3022,0.000319519817822,3022,7.62400205312e-11,3022,2.99499682854e-07,3022,52.6666666667,3022,
1163,6,0.000313458609844,3264,0.000319579497463,3264,5.86833915617e-11,3264,2.84634327207e-07,3264,51.0,3264,
1164,6,0.000503284396619,3341,0.000538061110368,2899,9.85817467095e-11,3341,3.70602353549e-07,3341,87.6666666667,3341,
1165,6,0.000558906999087,3047,0.000545551709931,3047,7.32848141854e-10,3047,9.32596582353e-07,3047,94.8333333333,3047,
1166,6,0.00054498041789,3235,0.000507829792367,3235,1.10720493738e-10,3341,3.84664597455e-07,3341,89.8333333333,3235,
1167,6,0.00038541288252,3288,0.00037960209206,3286,8.1231807835e-11,3350,3.71326219434e-07,3350,64.3333333333,3288,
1168,6,0.000353997789318,3340,0.000353794424512,3294,6.94593578136e-10,3202,8.38767455241e-07,3202,58.8333333333,3294,
1169,6,0.000350200074083,2899,0.000362025207652,2899,1.40014987153e-10,3356,3.24164041845e-07,3356,52.1666666667,2899,
1170,6,0.000266891427671,3152,0.000219350799527,3152,6.12942945359e-11,3364,2.32197208232e-07,3364,26.6666666667,3152,
1171,6,0.00036835548454,2934,0.000361467668499,2934,5.77984435523e-11,2934,2.53805951729e-07,2934,76.1666666667,2934,
1172,6,0.000485564954268,3047,0.000429983284181,3047,7.03154245753e-10,3047,8.48546839131e-07,3047,76.0,3047,
1173,6,0.000538309105777,3378,0.000491563877499,3378,1.15850055445e-10,3146,4.13317274296e-07,3146,87.5,3378,
1174,6,0.000380371788007,3740,0.000344344684093,3740,6.33310214258e-13,3642,8.89396605141e-09,3642,36.6666666667,3740,
1175,6,0.000575008097599,3765,0.000609419331453,3765,2.51239346857e-11,3574,5.67172177908e-08,3574,63.0,3765,
1176,6,0.000435624373738,3537,0.000419955417855,3537,1.68115683707e-12,3537,1.22791269533e-08,3537,45.1666666667,3537,
1177,6,0.000353385830807,3463,0.000379424610397,3463,2.4921535499e-13,3463,7.15674312274e-09,3463,31.3333333333,3463,
1178,6,0.000316559208659,3525,0.000329004202994,3525,1.2709224163e-13,3525,5.87249354457e-09,3525,27.3333333333,3525,
1179,6,0.000487878982166,3765,0.000521687158693,3765,1.04313564547e-11,3765,3.22559545067e-08,3765,53.1666666667,3765,
1180,6,0.000450159632758,3765,0.000485275632793,3765,1.01682735994e-11,3765,3.14845527084e-08,3765,49.0,3765,
1181,6,0.000285668217593,3681,0.00024764927985,3681,9.65351496224e-14,3681,5.40918298069e-09,3681,15.6666666667,3681,
1182,6,0.000357942715666,3765,0.000386504446912,3765,9.48005210399e-12,3765,2.79106531268e-08,3765,30.1666666667,3765,
1183,6,0.00036283731882,3570,0.000314624266949,3570,1.32176121228e-13,3570,5.86238364233e-09,3570,25.8333333333,3570,
1184,6,0.000383991940778,3854,0.000329696805853,3661,1.38860188334e-13,3661,5.93169639035e-09,3661,27.1666666667,3661,
1185,6,0.000298083929163,3557,0.000217238264821,3735,6.99666555567e-14,3735,5.21801581608e-09,3735,10.0,3735,
1186,6,0.000304385558294,3866,0.000274317334573,3866,1.03542894617e-13,3866,5.50860557434e-09,3685,18.3333333333,3685,
1187,6,0.000346145121403,3764,0.000311198488211,3764,1.28995530925e-13,3877,6.04618930439e-09,3877,25.5,3764,
1188,6,0.000506232478286,3870,0.000490058756061,3870,5.16532835116e-11,3880,9.60625598578e-08,3880,53.1666666667,3870,
1189,6,0.000445738286152,3857,0.000390376455202,3695,1.55175453247e-13,3857,6.18559085059e-09,3695,35.1666666667,3695,
1190,6,0.000349635764969,3764,0.000320157189448,3764,1.30722340589e-13,3877,6.07505450824e-09,3877,26.1666666667,3764,
1191,6,0.000297692091966,3900,0.000308141466579,3900,3.62804958022e-11,3819,7.24305335915e-08,3467,30.6666666667,3900,
1192,6,0.000426081513483,3880,0.000420662424109,3880,5.25842380989e-11,3880,9.51967971095e-08,3880,44.3333333333,3880,
1193,6,0.000349475713846,3624,0.000362828626248,3624,1.48867485602e-11,3624,3.44032323909e-08,3624,37.3333333333,3624,
1194,6,0.000358650081856,3624,0.000367116286968,3624,2.47342660774e-11,3624,5.46119503173e-08,3624,37.5,3624,
1195,6,0.000417142246316,3624,0.000414067509198,3624,3.77982744444e-11,3786,7.48724568997e-08,3624,43.1666666667,3624,
1196,6,0.000405577668064,3624,0.000403799570551,3624,4.19754570953e-11,3786,9.25489118176e-08,3624,41.5,3624,
1197,6,0.000411884350314,3786,0.000418810945541,3786,2.65581458699e-11,3786,5.5244449478e-08,3786,44.1666666667,3786,
1198,6,0.000489603578133,3765,0.000547988269425,3765,2.59035694644e-11,3786,5.81168386264e-08,3765,54.3333333333,3765,
1199,6,0.000485711902234,3870,0.000472454947691,3870,1.78843223632e-11,3786,4.00030645678e-08,3786,50.1666666667,3870,
1200,6,0.000344535555891,3764,0.000313522954184,3764,1.38027647652e-13,3877,6.81084794127e-09,3665,25.5,3764,
1201,6,0.000364679893888,3764,0.000316608260659,3764,1.31137819542e-13,3877,5.97495805498e-09,3877,26.0,3764,
1202,6,0.000360910697474,3955,0.000328562887663,3955,1.18314160604e-13,3955,3.23930333007e-09,3955,11.0,3955,
1203,7,0.000601041199742,61,0.000565464502221,21,1.24361430544e-06,61,5.46462881371e-05,61,52.5714285714,61,
1204,7,0.000352386830136,216,0.000280015010397,167,8.12994977088e-09,167,2.06323129062e-06,167,12.4285714286,167,
1205,7,0.000597197971616,61,0.000540647227661,61,2.19749255018e-06,61,9.29966570631e-05,61,51.5714285714,61,
1206,7,0.000578451785312,241,0.000525283589121,241,1.20566872973e-06,114,5.58113842951e-05,114,49.8571428571,241,
1207,7,0.000628270990719,260,0.000557724021363,260,3.06255552223e-07,241,2.05536941066e-05,241,53.2857142857,260,
1208,7,0.000267288858789,176,0.000234888473979,307,2.14927164088e-08,270,4.01585920243e-06,270,15.7142857143,307,
1209,7,0.00056230894094,260,0.000527512848812,309,1.44960736097e-06,309,5.6294902903e-05,309,49.1428571429,260,
1210,7,0.000611204911545,260,0.000538033759816,260,2.70076266792e-07,260,1.87285318878e-05,260,51.2857142857,260,
1211,7,0.000530782016735,260,0.000474141580513,260,2.16976960369e-07,241,1.6167125683e-05,241,44.7142857143,260,
1212,7,0.000323482247804,332,0.000299217540429,332,2.99675365543e-08,238,4.6407226062e-06,238,22.2857142857,332,
1213,7,0.000318199579843,332,0.000272327812598,332,2.134904221e-08,238,3.83915190446e-06,238,20.0,332,
1214,7,0.000307352482577,332,0.000267154428302,332,2.11597853243e-08,238,3.83190663094e-06,238,19.5714285714,332,
1215,7,0.000335862243608,332,0.0002821935439,332,2.21082091231e-08,238,3.8365044961e-06,238,20.8571428571,332,
1216,7,0.000279757466745,385,0.000285246693541,385,5.52402928135e-08,385,4.86751017514e-05,400,41.0,385,
1217,7,0.000293927808584,449,0.000298842578855,449,1.26823414532e-07,417,7.57138202671e-05,417,43.4285714286,449,
1218,7,0.000424138378255,459,0.000444365502512,459,1.03078974922e-07,459,7.29632962174e-05,459,67.1428571429,459,
1219,7,0.000491303642982,459,0.000486864281416,459,1.29398054974e-07,459,8.63251631161e-05,459,73.8571428571,459,
1220,7,0.000560030414152,467,0.000606129355138,467,1.24300526124e-07,459,8.69223077971e-05,459,97.4285714286,467,
1221,7,0.000556596953148,467,0.000605985359313,467,1.28475988384e-07,490,8.97788044746e-05,490,100.0,467,
1222,7,0.000227507174307,444,0.000244124090425,444,5.05192455592e-08,444,4.42746277385e-05,444,31.8571428571,444,
1223,7,0.000354926251021,459,0.00033613390084,459,4.03221650009e-08,459,2.95678854529e-05,459,44.0,459,
1224,7,0.000370820875834,459,0.000378227507373,459,5.95542724154e-08,459,4.51510060666e-05,459,52.8571428571,459,
1225,7,0.000438954084313,459,0.000435634890529,459,1.31365497575e-07,490,7.66698945178e-05,459,64.8571428571,459,
1226,7,0.00029531021112,515,0.000266029515888,515,2.31860324748e-08,530,1.89409724895e-05,530,32.2857142857,515,
1227,7,0.000445951767191,459,0.00043193202964,459,1.01462040646e-07,459,7.18884151382e-05,459,66.1428571429,459,
1228,7,0.000350688741928,544,0.000338266232252,544,1.26487314868e-07,417,7.70672248387e-05,417,50.1428571429,544,
1229,7,0.0004968112374,501,0.000456405177317,501,1.17131133544e-07,497,7.58880799428e-05,497,71.1428571429,501,
1230,7,0.00051007715846,501,0.000494658019612,501,1.4198224343e-07,490,8.43533893611e-05,497,76.8571428571,501,
1231,7,0.000479589601938,542,0.000435696888689,542,1.06128563808e-07,509,7.22063693612e-05,509,66.2857142857,542,
1232,7,0.000592226376105,467,0.000728608791919,399,1.14688746964e-07,423,8.34563689032e-05,399,103.857142857,467,
1233,7,0.000361380433589,574,0.000307672190148,574,5.44176785879e-10,574,1.4284211266e-06,620,29.0,574,
1234,7,0.000323405528311,574,0.000274620690475,574,1.65079876842e-09,588,6.9808770611e-06,588,26.0,574,
1235,7,0.000336253106207,574,0.000281042048388,574,1.6598428532e-09,588,6.98361818983e-06,588,26.7142857143,574,
1236,7,0.000262156732265,634,0.000242483890909,638,4.20857286235e-10,635,8.60341638173e-07,623,22.0,634,
1237,7,0.000278076656079,634,0.000250806911189,637,4.295334622e-10,635,8.26333197647e-07,634,22.8571428571,634,
1238,7,0.000314525956594,607,0.000279965533775,607,5.50658224974e-10,607,1.52273645433e-06,607,26.4285714286,607,
1239,7,0.0002918173518,754,0.00027637418006,754,0.0,728,1.57103197611e-12,754,25.1428571429,754,
1240,7,0.000296536079239,754,0.000283091680601,754,0.0,731,1.74596224074e-12,754,25.8571428571,754,
1241,7,0.000507114349225,800,0.000477458960663,800,1.35666596649e-17,795,1.40938519896e-11,800,47.4285714286,800,
1242,7,0.000479572494803,800,0.00047317956591,800,2.03499894973e-17,745,2.43398092507e-11,800,46.1428571429,800,
1243,7,0.00048357609272,800,0.000450793214147,800,8.13999579893e-18,773,1.39269579978e-11,800,44.1428571429,800,
1244,7,0.000563114623573,800,0.00052702975044,800,2.17066554638e-17,795,2.47833116814e-11,800,52.4285714286,800,
1245,7,0.000570752748749,800,0.000535201461893,800,2.17066554638e-17,795,2.48181267329e-11,800,53.2857142857,800,
1246,7,0.000299491540318,705,0.000244094152694,778,0.0,687,4.06640428244e-13,790,13.8571428571,790,
1247,7,0.000414457252044,777,0.00039629582195,777,1.35666596649e-18,782,1.34637669775e-11,777,38.7142857143,777,
1248,7,0.000439226988611,800,0.000435135966568,800,0.0,696,1.33934060708e-11,800,42.1428571429,800,
1249,7,0.000440695284999,686,0.000416239817249,686,0.0,664,8.04713597249e-12,686,40.0,686,
1250,7,0.000368329324986,718,0.00035530394441,718,0.0,684,7.24069785425e-12,718,33.4285714286,718,
1251,7,0.000492255032449,686,0.000483888199063,686,0.0,686,1.83568267703e-11,692,46.2857142857,686,
1252,7,0.000471552564845,800,0.000440708296605,800,8.13999579893e-18,773,1.36399713768e-11,800,42.7142857143,800,
1253,7,0.000571782590304,800,0.000533117679065,800,1.35666596649e-17,795,1.94457669496e-11,800,53.2857142857,800,
1254,7,0.000587880121589,800,0.000541653149911,800,1.35666596649e-17,795,1.95932137648e-11,800,54.2857142857,800,
1255,7,0.000280692151263,828,0.00024541864767,828,1.67548246861e-16,828,3.85071119261e-11,828,14.7142857143,828,
1256,7,0.000352937092449,1319,0.000314309643109,1319,5.24271563568e-08,1319,4.21271249261e-05,1198,51.2857142857,1319,
1257,7,0.00028020071929,1035,0.000289054672565,1035,3.11918887972e-08,1035,2.2166977591e-05,1035,42.2857142857,1035,
1258,7,0.000298459339797,1045,0.000292553508789,1387,3.86587725655e-08,1198,2.85412706498e-05,1198,47.1428571429,1387,
1259,7,0.000380017612075,1431,0.000342896370684,1431,3.52901653107e-08,1299,2.78180579875e-05,1299,48.7142857143,1431,
1260,7,0.000336853038186,1338,0.000356079841405,1338,3.54428334063e-06,1337,0.000234027828155,1337,112.428571429,1338,
1261,7,0.000356878902761,1196,0.000358759826752,1196,4.83334615322e-08,1196,1.97666348971e-05,1196,74.1428571429,1196,
1262,7,0.000339654836066,1428,0.000290261669415,1428,2.84799419524e-08,1428,1.53022198724e-05,1455,39.1428571429,1428,
1263,7,0.000274587747848,1495,0.000258867834877,1495,2.73566359495e-08,1495,2.06998417783e-05,1495,35.1428571429,1495,
1264,7,0.000305264926215,1495,0.000277019934682,1495,2.91176844511e-08,1495,2.10426135379e-05,1495,38.1428571429,1495,
1265,7,0.000359075448538,1319,0.000320121213257,1319,5.66850856238e-08,1532,4.70484059441e-05,1532,51.0,1319,
1266,7,0.000420440128984,1620,0.000424763550289,1620,2.32627740401e-06,1620,0.000217374371856,1620,141.428571429,1620,
1267,7,0.000340326005537,1319,0.000310152943642,1319,6.55909860436e-08,1319,5.89933274683e-05,1198,50.1428571429,1319,
1268,7,0.0002349335785,1453,0.000182396977443,1453,1.95850170836e-08,1107,1.28353671645e-05,1107,17.1428571429,1453,
1269,7,0.000328941709133,1531,0.000310637521278,1531,4.48140004008e-08,1531,1.76979718e-05,1531,64.0,1531,
1270,7,0.000336793623192,1644,0.000258272990988,1644,5.80811394685e-07,875,8.64811491663e-05,875,27.8571428571,1644,
1271,7,0.000444454427853,1431,0.000421264668199,1431,4.38825602745e-08,1299,2.47564162858e-05,1299,67.2857142857,1431,
1272,7,0.000345426808691,1660,0.000303561720114,1660,3.00919191123e-08,1660,1.57653964749e-05,1327,42.2857142857,1660,
1273,7,0.000454912694811,1431,0.000412167361956,1431,4.13224569357e-08,1299,2.43400577988e-05,1299,62.1428571429,1431,
1274,7,0.000393231523473,1431,0.000344938638441,1431,3.29695306904e-08,1431,1.66922559568e-05,1431,49.7142857143,1431,
1275,7,0.000343994518147,1531,0.000324407837369,1531,4.63928292078e-08,1531,1.80656267567e-05,1531,67.1428571429,1531,
1276,7,0.000315369257167,1532,0.000287976674599,1532,4.8044001484e-08,1532,3.98366496549e-05,1532,45.4285714286,1532,
1277,7,0.00029412645981,1725,0.000336366544832,1725,1.33064448285e-06,1135,0.000194306397176,1135,99.2857142857,1725,
1278,7,0.000356251462168,1431,0.000336857687503,1431,3.52627983355e-08,1035,2.86547472071e-05,1035,48.7142857143,1431,
1279,7,0.000285842170228,1391,0.000234327631854,1391,3.00250816119e-07,1391,5.48825805769e-05,1391,46.2857142857,1391,
1280,7,0.000400938025864,1743,0.000389067040682,1743,5.1636677714e-08,1743,1.98717738544e-05,1743,80.8571428571,1743,
1281,7,0.00030242930141,1740,0.000339588815144,1740,3.95283292407e-08,1740,1.80962214613e-05,1740,61.8571428571,1740,
1282,7,0.000337500400933,1644,0.000255644935795,1644,3.33903472495e-08,1644,2.12415991361e-05,1644,26.5714285714,1644,
1283,7,0.000219579306773,1764,0.000250689476894,1499,1.03842315477e-06,1499,7.60655576696e-05,1499,43.2857142857,1499,
1284,7,0.000223117348273,1542,0.000156753740114,1542,3.82668670431e-08,1736,1.95769985879e-05,1736,16.5714285714,1736,
1285,7,0.000357432996542,1644,0.000271229259572,1644,4.25842127802e-08,1644,2.30473310013e-05,1644,28.7142857143,1644,
1286,7,0.000354149735424,1644,0.000262770584751,1644,3.93296170335e-08,1644,2.24789792417e-05,1644,27.5714285714,1644,
1287,7,0.000404041413086,1757,0.000417919452494,1757,4.26931030635e-06,1482,0.000254281435351,1574,136.0,1757,
1288,7,0.000435498959455,1784,0.000457358015074,1541,2.1820936656e-06,1499,0.000227096172449,1499,146.428571429,1541,
1289,7,0.000247778060247,1788,0.000208757637014,1788,2.10207388413e-08,1788,1.41366336729e-05,1413,24.4285714286,1788,
1290,7,0.00025211437832,1788,0.000226284452326,1788,2.61251918058e-08,927,2.08579607672e-05,927,28.1428571429,1788,
1291,7,0.000363940653904,1725,0.000391717045743,1725,5.27823041102e-06,1547,0.000292877481154,1791,121.571428571,1725,
1292,7,0.000367034932222,1687,0.000394517298671,1687,4.86406616626e-06,1791,0.000287933774626,1791,122.571428571,1687,
1293,7,0.000377072261496,1687,0.000402630686426,1687,4.5795728851e-06,1791,0.000290420414174,1791,126.142857143,1687,
1294,7,0.000410593795435,1319,0.000405454704343,1051,2.16030937369e-07,1051,5.82414636379e-05,1051,80.4285714286,1051,
1295,7,0.000207747637867,1426,0.000246444625781,1426,4.95403376595e-06,1547,0.000219973310576,1547,63.5714285714,1426,
1296,7,0.000251828053343,911,0.000281482887308,911,5.11864373246e-06,1547,0.000236887106202,1547,77.8571428571,911,
1297,7,0.000362139886146,1644,0.000284209969379,1644,4.68926786101e-08,1644,2.36335493385e-05,1644,30.5714285714,1644,
1298,7,0.000356768449761,1743,0.00034506755195,1743,4.40198703146e-08,1743,1.84249814158e-05,1743,67.8571428571,1743,
1299,7,0.0003932380257,1740,0.000395264360307,1740,4.65622827157e-08,1740,1.93631056171e-05,1740,76.5714285714,1740,
1300,7,0.000364957695975,1495,0.000350247899099,1495,3.72931807056e-08,1495,2.90620444501e-05,1495,51.8571428571,1495,
1301,7,0.000332192401996,1532,0.000299323720561,1532,4.85814148925e-08,1532,4.02426589429e-05,1532,47.4285714286,1532,
1302,7,0.000312929242223,1770,0.000354962459811,1770,5.95177796136e-07,1770,0.000110832522246,1770,95.5714285714,1770,
1303,7,0.000468731056114,1844,0.000444134336084,1844,1.35742692e-06,1844,0.000192715294958,1844,150.428571429,1844,
1304,7,0.00043122734255,1844,0.000427058848431,1844,1.12107981779e-06,1844,0.000173826365247,1844,144.142857143,1844,
1305,7,0.000522182955052,1844,0.000514497882885,1844,1.37898232066e-06,1844,0.000207178255411,1844,173.714285714,1844,
1306,7,0.000561427889897,1844,0.000544844133439,1844,4.23844262011e-06,1791,0.000310624897455,1791,183.714285714,1844,
1307,7,0.000561431597602,1844,0.000546683200729,1844,1.56102062064e-06,1844,0.000227224208734,1844,186.0,1844,
1308,7,0.000398890356081,1743,0.000395066144084,1743,5.1004137726e-08,1743,1.9897853052e-05,1743,81.2857142857,1743,
1309,7,0.00037580869518,1743,0.000390781831896,1548,4.88610717606e-08,1743,1.99748591027e-05,1743,78.8571428571,1743,
1310,7,0.000422743099154,1740,0.000425024504514,1740,4.98320427075e-08,1740,2.02303689401e-05,1740,83.4285714286,1740,
1311,7,0.000374418357096,1431,0.000328913447421,1431,3.11263080826e-08,1431,1.59244928495e-05,1431,46.1428571429,1431,
1312,7,0.000225903134242,1542,0.000154477308961,1542,3.40421642412e-08,1736,1.84034975516e-05,1736,16.0,1736,
1313,7,0.000254737490696,1788,0.000211876255064,1788,2.04661206895e-08,1788,1.36311497559e-05,1788,24.2857142857,1788,
1314,7,0.000224283106359,1583,0.00021054774002,1288,4.85684778854e-06,1288,0.000176633221765,1288,32.1428571429,1288,
1315,7,0.000225575865743,1583,0.000213970435238,1288,4.86426885587e-06,1288,0.000178276953447,1288,32.8571428571,1288,
1316,7,0.000236211247154,1659,0.000229942278519,1298,7.25165330264e-06,1659,0.000280622443378,1659,36.5714285714,1288,
1317,7,0.00025151584244,1929,0.000271502222815,2098,0.00321795512686,2098,0.0187734102524,2098,61.2857142857,2098,
1318,7,0.000283549937563,2317,0.000260954367942,2317,0.0014585983915,2317,0.00940171878718,2317,49.4285714286,2317,
1319,7,0.00016440266114,2220,0.000197263307484,2220,0.206196880048,2220,0.273317826998,2220,77.0,2220,
1320,7,0.000314890268952,2439,0.000244285695789,2439,0.000899207042388,2439,0.00784097488555,2324,28.0,2439,
1321,7,0.0003945522118,2266,0.000341226383764,2266,0.00109067855485,2266,0.0100221929865,2266,38.8571428571,2266,
1322,7,0.000258700500416,2288,0.000196963944478,2288,0.000805569874665,2288,0.00763673132932,2288,21.8571428571,2288,
1323,7,0.000304060893944,2235,0.000318175507451,2235,0.00994813752008,2461,0.0471230969862,2461,99.0,2235,
1324,7,0.00021851568364,2372,0.000224896287763,2372,0.00250835419916,2372,0.0177037029451,2372,50.1428571429,2372,
1325,7,0.000313549141673,2266,0.000255637286282,2266,0.000725657339653,2266,0.00889626906611,2266,22.8571428571,2266,
1326,7,0.000197358885575,2165,0.000207000895691,2186,0.00198825794324,2186,0.0155254714703,2186,41.2857142857,2186,
1327,7,0.000307317624254,2081,0.00026231599824,2081,0.000877938606438,2081,0.00777216670067,2081,28.7142857143,2081,
1328,7,0.000296910453294,2081,0.000266472154496,2081,0.000878112970121,2081,0.00768785646955,2081,28.8571428571,2081,
1329,7,0.000364278227864,2337,0.000370154575367,2337,0.0154322030943,2337,0.0686702141778,2245,116.857142857,2337,
1330,7,0.000285479488915,2220,0.000315826670777,2220,0.596397693717,2220,0.606716858542,2220,150.714285714,2220,
1331,7,0.000252549013309,2337,0.000257082230945,2337,0.00715165401485,2337,0.0360373039726,2337,73.0,2337,
1332,7,0.000370746065757,2081,0.000303985939135,2081,0.0010426944321,2081,0.00844007665143,2081,36.0,2081,
1333,7,0.000383786593015,2337,0.000408932087403,2494,0.0931363777157,2494,0.164641589126,2494,140.0,2494,
1334,7,0.000307115156797,2560,0.000311667576113,2560,0.739768650518,2540,0.702650373102,2540,160.0,2560,
1335,7,0.000266792863175,1907,0.000268870258498,1910,0.00222719078967,1910,0.0136695381049,1910,56.0,1910,
1336,7,0.000293784299644,2317,0.000268094720586,2126,0.00150424774219,2126,0.00949904870689,2126,51.1428571429,2126,
1337,7,0.000302946150133,2242,0.000330011219563,2242,0.00518539335655,2242,0.0296940573458,2242,80.1428571429,2242,
1338,7,0.00020983688964,2591,0.000211840280262,2591,0.00255243725951,2591,0.0177619750755,2591,45.4285714286,2591,
1339,7,0.000282999845206,2317,0.000260141464724,2317,0.00145575492232,2317,0.00924976358713,2317,49.0,2317,
1340,7,0.000391796471804,2547,0.000379422773761,2547,0.0122976932227,2547,0.0587165908935,2452,120.714285714,2547,
1341,7,0.00030204834887,2494,0.000327679512784,2494,0.0882265116414,2494,0.145532999076,2494,111.857142857,2494,
1342,7,0.000420479836378,2547,0.000433469127767,2494,0.0932405061072,2494,0.167494918907,2494,150.142857143,2494,
1343,7,0.000354729645339,2547,0.000376094462662,2494,0.0905606222302,2494,0.158237227818,2494,129.857142857,2494,
1344,7,0.000246282938675,2599,0.00017105310458,2161,0.000828423975593,2161,0.00881943591214,2161,16.7142857143,2161,
1345,7,0.000247939960442,2599,0.000173010833862,2161,0.000834896341673,2161,0.0088389815012,2161,17.0,2161,
1346,7,0.000249591933183,2599,0.000170855533077,2571,0.000937273061,2571,0.0108571428956,2571,17.2857142857,2571,
1347,7,0.000280388460526,2462,0.000279709604275,2462,0.00762784305755,2462,0.0416702635594,2452,84.0,2462,
1348,7,0.000293159307519,2569,0.000263855212506,2589,0.00149432858049,2589,0.00935034566474,2589,50.2857142857,2589,
1349,7,0.000279370704876,2569,0.000262175306341,2489,0.00148386539368,2589,0.00958152390172,2589,50.2857142857,2489,
1350,7,0.000405656852666,2934,0.000391984615201,2934,6.16521870878e-11,2934,2.64654139205e-07,2934,83.4285714286,2934,
1351,7,0.00027693052218,2897,0.00021449092443,2968,6.35590024712e-10,2968,6.43738991911e-07,2968,17.8571428571,2968,
1352,7,0.000339379351158,3036,0.000355850994409,3036,5.11878019218e-11,3036,2.39025386053e-07,3036,69.8571428571,3036,
1353,7,0.000348160340922,3036,0.000365378257783,3036,4.8638333531e-11,3036,2.33607486842e-07,3036,67.7142857143,3036,
1354,7,0.000339659025191,3036,0.000356131062187,3036,4.78532757061e-11,3036,2.30982317172e-07,3036,65.7142857143,3036,
1355,7,0.000391642696029,2788,0.000368053356832,2788,5.90037512714e-11,2788,2.57008659625e-07,2788,77.8571428571,2788,
1356,7,0.000245730986523,3077,0.000173922357811,3195,1.21870911419e-11,3195,1.4534856711e-07,3195,8.0,3195,
1357,7,0.000634909240928,1641,0.00112244347336,1641,1.42586654673e-06,1493,0.000149640831354,1493,138.571428571,1641,
1358,7,0.000493012900057,3062,0.000452732272389,3224,1.00507165488e-10,3062,3.53157594508e-07,3224,79.7142857143,3224,
1359,7,0.000377112411774,2788,0.000392211748102,2788,5.69820272981e-11,2788,2.55804015621e-07,2788,80.0,2788,
1360,7,0.000377536074551,2899,0.00037948525925,2899,4.64719034957e-10,3239,5.10818020917e-07,2967,53.1428571429,2899,
1361,7,0.000336558396658,2974,0.000346211552325,2974,5.32094200752e-11,2974,2.43759976889e-07,2974,70.2857142857,2974,
1362,7,0.000220362753286,3268,0.000246447797415,3268,3.69278208281e-11,3268,2.01597007799e-07,3268,44.8571428571,3268,
1363,7,0.000491764794783,3224,0.00045433658205,3224,1.18705490902e-10,3146,4.3509405074e-07,3125,80.2857142857,3224,
1364,7,0.000307979220233,3145,0.000191667180971,3145,1.36989156033e-11,3145,1.46839341332e-07,3145,9.57142857143,2809,
1365,7,0.000319952901639,3145,0.000199852639044,3145,1.40769349732e-11,3145,1.47218353747e-07,3087,10.0,2809,
1366,7,0.000309763348278,3145,0.000200335866085,3051,1.41669843551e-11,3051,1.47498814418e-07,3051,10.1428571429,3051,
1367,7,0.000383892422278,3036,0.000405627976449,3036,5.76216898746e-11,2892,2.57444625819e-07,2892,81.8571428571,3036,
1368,7,0.000415699033948,3307,0.000380942892148,3307,6.29332759066e-11,3307,2.642345004e-07,3307,81.8571428571,3307,
1369,7,0.000438547128623,3307,0.000399208360061,3307,6.5543777986e-11,3307,2.70867908191e-07,3307,86.2857142857,3307,
1370,7,0.000205416109789,2729,0.000203920590978,2729,5.03545872035e-11,3124,2.20223008328e-07,3124,24.4285714286,2729,
